"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;5
"Proportion of isolates";0;0;0,263157894736842
"Number of links";153;130;23
"Proportion of links";1;0,849673202614379;0,150326797385621
"Density";0,894736842105263;0,760233918128655;0,252747252747253
"Global transitivity";0,927272727272727;0,889136490250696;0,144578313253012
"Average local transitivity";0,938769718413681;0,915760082710547;0,179047619047619
"Number of components";1;1;1
"Giant component size";19;19;14
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";16,1052631578947;13,6842105263158;3,28571428571429
"Degree stdev";2,44710116128599;4,02840789586142;2,16363552413956
"Minimal degree";10;4;1
"Maximal degree";18;18;7
"Degree correlation";-0,185519310616551;-0,097365129322524;-0,575801749271137
"Average strength";6,79697224633151;8,17416687981905;-1,86904985973309
"Strength stdev";4,16227212561518;2,51449670816064;2,01360567954222
"Minimal strength";-2;4;-6
"Maximal strength";12,2082917082917;12,2082917082917;-0,0454545454545455
"Strength correlation";0,0928693561763901;-0,110303914182366;0,00266749685491828
