"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";1;1;8
"Proportion of isolates";0,0526315789473684;0,0526315789473684;0,421052631578947
"Number of links";80;64;16
"Proportion of links";1;0,8;0,2
"Density";0,522875816993464;0,418300653594771;0,290909090909091
"Global transitivity";0,848560700876095;0,932862190812721;0
"Average local transitivity";0,803738483738484;0,940951178451178;0
"Number of components";2;4;1
"Giant component size";16;12;11
"Giant component proportion";0,888888888888889;0,666666666666667;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";8,88888888888889;7,11111111111111;2,90909090909091
"Degree stdev";4,44428104274787;4,53598538343024;2,34326889001435
"Minimal degree";1;1;1
"Maximal degree";13;11;8
"Degree correlation";0,366009749095365;0,744698040799838;-0,858585858585859
"Average strength";5,40947416880238;5,89197858438308;-0,789552680041139
"Strength stdev";4,00242604393477;3,78079580212564;0,655386885686479
"Minimal strength";-1,71793574675645;0,623853211009174;-2,34178895776562
"Maximal strength";9,06314630133619;9,53366516926071;-0,25
"Strength correlation";0,0920666238465466;0,728007403776037;-0,822106011380668
