"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";2;2;17
"Proportion of isolates";0,105263157894737;0,105263157894737;0,894736842105263
"Number of links";52;51;1
"Proportion of links";1;0,980769230769231;0,0192307692307692
"Density";0,382352941176471;0,375;1
"Global transitivity";0,644067796610169;0,644776119402985;NA
"Average local transitivity";0,835925925925926;0,818465608465608;NA
"Number of components";1;1;1
"Giant component size";17;17;2
"Giant component proportion";1;1;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,11764705882353;6;1
"Degree stdev";3,31440705370464;3,16227766016838;0
"Minimal degree";1;1;1
"Maximal degree";16;15;1
"Degree correlation";-0,336359841369234;-0,313687335092348;NA
"Average strength";5,45588235294118;5,57352941176471;-1
"Strength stdev";3,05079054167468;3,16793139378464;0
"Minimal strength";1;1;-1
"Maximal strength";14;15;-1
"Strength correlation";-0,320038922839747;-0,290115667737796;NA
