"";"Original";"Positive";"Negative"
"Number of nodes";19;19;19
"Number of isolates";0;0;12
"Proportion of isolates";0;0;0,631578947368421
"Number of links";65;59;6
"Proportion of links";1;0,907692307692308;0,0923076923076923
"Density";0,380116959064327;0,345029239766082;0,285714285714286
"Global transitivity";0,771618625277162;0,793193717277487;0
"Average local transitivity";0,830812324929972;0,881232492997199;0
"Number of components";2;2;1
"Giant component size";17;17;7
"Giant component proportion";0,894736842105263;0,894736842105263;1
"Link-connectivity";NA;NA;NA
"Node-connectivity";NA;NA;NA
"Average degree";6,84210526315789;6,21052631578947;1,71428571428571
"Degree stdev";2,81391695950161;2,87863677938053;1,88982236504614
"Minimal degree";1;1;1
"Maximal degree";14;14;6
"Degree correlation";0,0432074273924767;0,0506444216019612;-1
"Average strength";4,00906408001011;4,29133470355921;-0,766163121061836
"Strength stdev";2,18297719068065;1,971873710948;0,844850360427977
"Minimal strength";-1,71844091805346;0,8;-2,68157092371643
"Maximal strength";7,63515953273839;7,63515953273839;-0,407407407407407
"Strength correlation";0,0440266499055499;0,325729701344774;-0,99984107397576
